ED,Reported *,Zohran Kwame Mamdani (Democratic),Curtis A. Sliwa (Republican),Irene Estrada (Conservative),Zohran Kwame Mamdani (Working Families),Curtis A. Sliwa (Protect Animals),Eric L. Adams (Safe&Affordable/EndAntiSemitism),Joseph Hernandez (Quality of Life),Andrew M. Cuomo (Fight and Deliver),Jim Walden (Integrity),WRITE-IN,AD
41,99.00%,19,7,0,1,0,0,0,11,0,0,37
42,99.00%,291,17,0,44,2,0,1,146,3,0,37
43,99.00%,169,42,1,38,1,1,1,168,0,0,37
44,99.00%,257,59,0,93,1,1,0,133,0,1,37
45,99.00%,128,42,2,25,3,0,0,86,0,0,37
46,99.00%,26,24,0,4,2,0,0,49,0,0,37
47,99.00%,203,196,5,23,18,0,0,302,0,0,37
48,99.00%,160,148,0,35,6,2,0,236,0,1,37
49,62.50%,68,88,1,8,2,0,0,114,1,0,37
50,62.50%,90,106,1,18,7,0,0,145,0,0,37
51,62.50%,103,121,1,19,11,2,0,140,0,0,37
52,83.33%,293,108,2,86,5,2,0,233,0,2,37
53,99.00%,312,95,0,112,6,0,1,214,0,4,37
54,99.00%,313,60,0,132,2,0,0,127,0,1,37
55,99.00%,272,43,1,106,2,1,0,148,3,2,37
56,99.00%,251,42,0,80,1,0,1,127,0,0,37
57,99.00%,365,73,0,152,6,1,0,145,0,1,37
58,99.00%,158,38,1,63,1,1,1,96,0,0,37
59,99.00%,238,31,0,107,3,0,0,56,0,3,37
60,99.00%,175,14,0,61,2,0,0,57,0,1,37
61,99.00%,264,25,0,118,4,0,1,86,0,0,37
62,83.33%,143,50,0,61,5,1,0,78,0,1,37
63,99.00%,361,62,0,155,2,0,0,119,0,1,37
64,99.00%,440,63,0,159,4,0,0,152,0,0,37
65,99.00%,342,39,2,130,2,0,0,84,0,1,37
66,99.00%,0,0,0,0,0,0,0,0,0,0,37
67,99.00%,0,0,0,0,0,0,0,0,0,0,37
68,85.71%,0,0,0,0,0,0,0,0,0,0,37
69,99.00%,0,0,0,0,0,0,0,0,0,0,37
70,99.00%,0,0,0,0,0,0,0,0,0,0,37
71,66.67%,0,0,0,0,0,0,0,0,0,0,37
1,99.00%,411,30,2,122,1,1,1,112,0,1,38
2,99.00%,496,27,2,177,3,1,2,130,1,2,38
3,99.00%,462,23,0,133,1,0,0,93,0,2,38
4,99.00%,495,28,1,160,2,0,2,118,0,0,38
5,99.00%,138,12,1,50,2,0,0,45,0,0,38
6,99.00%,386,55,0,129,3,2,1,164,0,2,38
7,99.00%,254,22,1,95,1,0,0,96,0,1,38
8,99.00%,2,1,0,0,0,0,0,2,0,0,38
9,99.00%,213,121,0,38,11,0,0,301,0,1,38
10,99.00%,185,101,0,62,6,0,0,242,1,0,38
11,99.00%,147,112,1,35,8,1,1,236,0,1,38
12,99.00%,221,108,1,50,7,1,0,218,0,2,38
13,99.00%,52,33,0,13,3,1,1,99,0,0,38
14,99.00%,181,180,1,40,9,2,0,387,1,1,38
15,99.00%,205,184,1,34,9,2,0,363,0,1,38
16,99.00%,30,19,0,3,1,0,0,16,0,0,38
17,99.00%,170,137,1,38,12,4,0,375,0,1,38
18,99.00%,151,41,0,18,5,0,1,125,0,2,38
19,99.00%,213,42,5,32,5,4,0,182,1,0,38
20,99.00%,286,82,0,38,5,2,1,241,1,3,38
21,99.00%,176,54,0,30,6,0,0,176,2,0,38
22,99.00%,108,36,1,18,1,1,0,98,0,1,38
23,99.00%,245,35,2,37,2,2,0,223,0,1,38
24,99.00%,189,58,1,20,5,2,1,198,0,0,38
25,99.00%,102,11,0,15,1,1,0,86,0,0,38
26,99.00%,217,38,3,43,7,1,0,207,0,0,38
27,99.00%,71,35,0,13,0,2,0,89,1,0,38
28,99.00%,247,33,3,34,2,1,0,208,0,1,38
29,99.00%,200,26,5,16,1,3,1,137,0,0,38
30,99.00%,132,42,0,23,2,1,1,153,1,0,38
31,99.00%,141,43,1,22,0,1,0,138,1,0,38
32,99.00%,252,74,1,37,9,1,3,243,0,1,38
33,99.00%,291,74,1,31,7,0,1,199,0,0,38
34,99.00%,226,51,1,35,4,2,0,179,0,1,38
35,99.00%,212,56,0,21,2,1,2,198,1,0,38
36,99.00%,368,25,1,27,2,2,0,106,0,0,38
37,99.00%,420,30,0,27,0,1,0,124,0,1,38
38,99.00%,167,19,1,16,3,0,0,103,0,0,38
39,99.00%,188,25,1,16,0,0,0,107,0,0,38
40,99.00%,150,23,0,12,0,1,1,72,0,0,38
41,99.00%,129,26,0,8,2,1,0,116,0,0,38
42,99.00%,119,16,0,46,0,1,0,39,0,0,38
43,99.00%,7,0,0,1,0,0,0,2,0,0,38
44,99.00%,176,36,1,61,3,1,0,71,0,2,38
45,99.00%,90,24,0,6,1,2,1,99,0,0,38
46,99.00%,273,79,0,70,2,1,0,248,0,0,38
47,99.00%,280,72,3,33,7,0,0,329,3,1,38
48,99.00%,236,43,0,26,2,2,1,148,1,1,38
49,99.00%,76,24,0,5,0,0,0,67,0,0,38
50,87.50%,229,27,0,17,1,0,1,129,0,0,38
51,87.50%,241,42,0,18,2,0,0,148,0,0,38
52,99.00%,53,19,1,15,2,0,0,47,0,0,38
53,99.00%,149,113,1,40,8,2,0,218,0,1,38
54,99.00%,192,20,0,78,2,1,0,78,0,0,38
55,99.00%,0,0,0,0,0,0,0,0,0,0,38
1,88.89%,409,36,2,128,7,4,0,272,2,4,39
2,99.00%,417,41,0,182,3,2,0,248,1,1,39
3,99.00%,415,48,0,105,4,1,1,238,0,2,39
4,99.00%,451,41,0,88,2,1,2,213,0,4,39
5,99.00%,330,40,1,97,7,0,0,205,1,2,39
6,99.00%,487,42,1,183,2,0,0,255,3,2,39
7,99.00%,426,50,2,106,4,4,1,254,2,4,39
8,99.00%,342,58,1,98,4,1,2,231,3,4,39
9,99.00%,363,34,1,92,3,0,2,148,0,4,39
10,99.00%,147,24,0,33,0,1,0,73,0,0,39
11,99.00%,22,7,0,5,0,0,0,18,0,0,39
12,99.00%,127,21,2,19,2,2,1,149,0,0,39
13,99.00%,114,11,0,19,1,0,0,71,1,2,39
14,99.00%,209,18,1,22,1,0,0,131,0,0,39
15,99.00%,322,45,2,46,3,0,0,203,2,0,39
16,99.00%,31,1,0,6,0,0,0,11,0,0,39
17,99.00%,146,19,0,11,2,1,0,78,0,0,39
18,99.00%,278,30,0,32,5,1,1,205,0,1,39
19,99.00%,335,47,1,41,5,2,0,227,0,0,39
20,99.00%,68,14,0,5,1,0,0,46,0,2,39
21,99.00%,155,17,0,23,1,0,0,108,0,0,39
22,99.00%,203,31,1,23,3,1,0,128,1,0,39
23,99.00%,182,35,1,18,5,2,0,149,0,0,39
24,99.00%,138,24,0,18,0,1,0,126,0,0,39
25,99.00%,115,12,0,22,0,2,0,103,0,0,39
26,99.00%,186,41,2,21,5,1,1,176,0,1,39
27,99.00%,66,4,1,9,1,1,0,49,0,2,39
28,99.00%,153,197,1,28,11,0,1,425,1,0,39
29,99.00%,119,19,0,14,1,0,0,86,0,1,39
30,99.00%,186,50,4,23,3,2,0,143,0,0,39
31,99.00%,147,25,1,25,1,1,1,118,0,0,39
32,99.00%,209,44,4,20,4,0,1,194,0,0,39
33,99.00%,121,27,0,29,1,1,0,160,0,0,39
34,99.00%,177,30,0,31,2,0,0,134,1,0,39
35,99.00%,195,39,2,18,2,1,1,169,0,0,39
36,99.00%,145,15,1,16,1,3,0,90,2,0,39
37,99.00%,74,24,0,20,2,2,0,108,0,1,39
38,99.00%,88,27,1,15,0,0,0,105,0,0,39
39,99.00%,168,38,0,28,4,1,0,169,2,0,39
40,99.00%,43,15,1,14,0,0,0,57,0,0,39
41,99.00%,224,67,0,28,3,2,1,290,0,1,39
42,99.00%,144,29,1,18,4,1,0,131,1,0,39
43,99.00%,80,29,0,11,4,0,1,177,1,0,39
44,99.00%,127,52,1,14,4,3,0,196,0,0,39
45,99.00%,141,83,1,20,4,1,1,240,0,0,39
46,99.00%,183,182,0,32,7,0,1,383,3,2,39
47,99.00%,69,101,0,7,9,0,0,245,0,0,39
48,99.00%,135,16,0,34,1,2,1,79,1,0,39
49,99.00%,149,18,0,24,0,1,0,134,1,1,39
50,99.00%,60,6,1,3,0,0,0,49,0,0,39
51,99.00%,101,144,0,12,7,0,0,323,1,1,39
52,99.00%,88,7,0,19,1,2,0,40,0,1,39
1,99.00%,172,63,1,20,2,1,2,225,1,2,40
2,99.00%,90,37,2,7,1,1,0,109,0,4,40
3,99.00%,81,35,0,18,1,0,0,110,0,0,40
4,99.00%,146,32,1,14,0,2,0,190,0,0,40
5,99.00%,118,44,0,16,3,4,0,148,0,0,40
6,99.00%,67,27,0,10,0,0,0,97,1,0,40
7,99.00%,200,34,0,36,9,2,1,186,0,0,40
8,99.00%,171,73,2,19,6,4,0,283,1,1,40
9,99.00%,240,45,1,29,5,2,0,239,1,1,40
10,99.00%,116,32,2,13,1,0,0,140,2,1,40
11,99.00%,223,31,0,9,2,1,1,136,1,2,40
12,99.00%,137,55,1,10,4,1,1,273,1,0,40
13,99.00%,139,11,0,15,0,0,0,81,0,0,40
14,99.00%,62,11,3,4,0,0,1,100,0,1,40
15,99.00%,136,32,0,16,3,2,0,171,0,2,40
16,99.00%,166,33,3,15,3,1,1,154,0,0,40
17,99.00%,77,20,2,12,4,2,0,94,0,1,40
18,99.00%,112,36,2,19,5,3,0,172,0,1,40
19,99.00%,162,44,4,14,4,1,0,194,0,1,40
20,99.00%,177,36,2,22,7,2,1,253,0,3,40
21,99.00%,166,51,3,13,1,2,0,191,1,0,40
22,99.00%,65,22,0,8,3,0,0,89,0,0,40
23,99.00%,176,46,2,32,7,6,0,264,2,0,40
24,99.00%,143,21,2,18,2,2,0,138,0,2,40
25,90.00%,20,15,0,3,1,1,0,66,0,0,40
26,99.00%,203,45,1,27,2,1,0,180,0,0,40
27,99.00%,157,62,1,18,7,3,1,379,3,1,40
28,99.00%,200,87,2,16,9,2,0,474,3,0,40
29,99.00%,225,51,0,29,1,6,2,236,0,0,40
30,99.00%,174,34,1,28,4,1,0,177,0,1,40
31,99.00%,106,43,1,10,2,2,0,198,0,1,40
32,90.00%,95,37,0,13,2,2,0,132,0,0,40
33,99.00%,153,42,0,21,2,3,1,138,0,0,40
34,99.00%,95,34,0,11,4,1,1,139,0,0,40
35,90.00%,44,24,0,4,0,0,0,107,0,0,40
36,99.00%,10,9,0,4,0,0,0,16,0,0,40
37,90.00%,140,130,3,16,8,1,2,372,0,0,40
38,90.00%,84,98,2,7,8,0,0,270,1,1,40
39,90.00%,55,47,0,8,8,0,1,157,0,0,40
40,90.00%,88,122,1,9,6,1,0,308,0,1,40
41,99.00%,131,145,0,18,6,1,0,396,0,0,40
42,99.00%,8,2,0,0,0,1,0,7,0,0,40
43,99.00%,135,74,0,18,7,1,0,273,0,1,40
44,90.00%,61,28,0,6,2,2,0,113,0,1,40
45,99.00%,102,55,0,9,6,1,0,229,0,1,40
46,99.00%,57,42,1,11,1,0,0,149,0,0,40
47,99.00%,123,168,1,16,5,0,0,497,0,1,40
48,99.00%,0,0,0,0,0,0,0,0,0,0,40
1,99.00%,313,8,2,16,2,3,0,192,1,1,41
2,99.00%,277,10,0,14,0,4,0,168,0,0,41
3,88.89%,189,11,0,5,1,1,0,96,0,1,41
4,99.00%,342,12,1,42,0,4,0,219,2,0,41
5,99.00%,262,8,0,16,0,2,0,107,0,5,41
6,99.00%,320,14,0,19,1,1,0,108,0,2,41
7,99.00%,308,10,0,11,0,2,1,161,0,0,41
8,99.00%,264,12,0,11,0,1,0,116,0,0,41
9,88.89%,286,13,0,17,1,7,1,175,2,0,41
10,90.91%,181,7,1,16,0,2,0,115,1,0,41
11,88.89%,255,15,1,13,1,3,1,180,0,0,41
12,99.00%,148,8,0,10,0,1,0,276,0,0,41
13,99.00%,181,4,1,14,1,3,0,115,0,0,41
14,99.00%,42,20,2,6,1,1,0,683,0,0,41
15,99.00%,70,7,0,1,0,1,0,153,0,0,41
16,99.00%,150,20,1,13,2,0,0,187,0,0,41
17,99.00%,303,6,0,21,0,2,0,92,0,1,41
18,99.00%,206,18,0,16,1,2,0,121,1,1,41
19,99.00%,253,38,2,20,2,1,0,157,0,0,41
20,99.00%,44,15,0,10,0,1,0,542,0,0,41
21,99.00%,89,33,1,9,3,4,0,288,0,1,41
22,99.00%,101,19,0,10,0,2,0,231,1,1,41
23,83.33%,65,24,0,8,1,2,0,617,0,0,41
24,83.33%,109,38,1,25,2,4,0,487,0,2,41
25,83.33%,166,35,1,14,6,1,0,458,1,1,41
26,99.00%,155,46,0,20,2,1,0,561,1,0,41
27,99.00%,142,53,2,26,2,0,2,510,1,0,41
28,99.00%,62,44,0,6,6,0,1,474,0,2,41
29,99.00%,44,25,0,7,1,3,0,552,0,1,41
30,99.00%,34,21,0,3,2,0,0,648,0,1,41
31,99.00%,45,17,0,5,3,1,0,309,0,0,41
32,99.00%,223,47,0,11,4,1,0,304,1,0,41
33,99.00%,132,75,0,17,3,2,0,600,0,0,41
34,99.00%,161,166,0,20,7,4,1,586,1,2,41
35,99.00%,75,39,0,14,1,3,0,594,0,0,41
36,99.00%,43,48,1,5,5,1,0,283,0,0,41
37,99.00%,61,84,1,6,3,0,0,255,0,0,41
38,99.00%,56,16,0,4,1,0,0,83,0,1,41
39,99.00%,37,37,0,2,5,1,0,269,0,0,41
40,99.00%,106,52,0,7,2,1,0,399,0,0,41
41,99.00%,57,50,1,10,1,2,0,834,0,0,41
42,99.00%,139,71,3,19,4,1,0,365,0,1,41
43,99.00%,121,91,3,20,5,1,0,341,3,0,41
44,99.00%,94,90,0,18,7,1,0,285,0,1,41
45,99.00%,129,143,0,13,8,1,2,327,2,4,41
46,99.00%,59,112,0,10,3,0,0,241,1,0,41
47,99.00%,112,156,0,13,9,0,0,195,0,0,41
48,99.00%,113,106,1,10,5,0,0,274,1,0,41
49,99.00%,128,41,1,13,3,0,0,139,0,0,41
50,99.00%,111,21,0,18,1,1,0,138,0,0,41
51,99.00%,73,22,0,8,1,2,0,73,1,0,41
52,99.00%,150,209,2,11,21,4,0,429,0,3,41
53,99.00%,111,29,0,13,0,1,0,73,0,0,41
54,99.00%,33,11,0,5,1,1,0,536,0,0,41
55,99.00%,107,76,3,12,4,1,0,327,0,1,41
56,99.00%,130,89,0,17,2,5,1,398,0,0,41
57,99.00%,84,56,0,11,3,0,1,272,1,0,41
58,99.00%,83,103,3,8,3,2,1,495,0,1,41
59,99.00%,34,16,0,2,2,2,0,203,0,0,41
60,99.00%,30,60,0,6,3,1,0,275,0,1,41
61,99.00%,104,64,3,13,6,2,0,391,0,0,41
62,99.00%,29,16,0,3,2,2,1,234,0,0,41
63,99.00%,90,87,2,15,1,0,1,405,0,0,41
64,99.00%,96,68,2,19,4,2,1,452,0,2,41
65,99.00%,106,54,2,7,5,1,1,323,0,2,41
66,99.00%,63,49,1,5,2,0,0,290,0,0,41
67,99.00%,59,71,2,9,8,0,0,249,1,0,41
68,99.00%,50,20,0,6,1,3,0,75,0,0,41
69,99.00%,14,22,0,1,1,0,0,137,0,0,41
70,99.00%,0,0,0,0,0,0,0,0,0,0,41
71,99.00%,0,0,0,0,0,0,0,0,0,0,41
1,99.00%,30,1,0,4,0,0,0,5,0,1,42
2,99.00%,307,10,0,100,2,2,0,112,0,3,42
3,99.00%,426,9,0,184,2,0,0,102,0,1,42
4,99.00%,384,11,0,149,0,0,0,96,1,2,42
5,99.00%,353,5,1,131,1,1,2,111,0,2,42
6,99.00%,443,13,1,154,0,1,0,129,2,4,42
7,99.00%,417,12,0,131,0,3,0,151,2,1,42
8,99.00%,217,4,1,49,0,1,1,60,0,2,42
9,99.00%,414,13,0,54,0,3,0,116,0,1,42
10,99.00%,374,11,0,60,1,0,0,164,0,1,42
11,99.00%,382,15,0,147,0,4,0,109,0,2,42
12,99.00%,365,10,1,89,0,2,1,118,1,0,42
13,99.00%,404,12,0,107,0,4,0,135,3,1,42
14,99.00%,334,17,0,77,3,4,0,115,1,3,42
15,99.00%,433,12,0,64,0,1,1,127,0,1,42
16,99.00%,338,12,0,53,1,0,0,115,1,0,42
17,99.00%,322,6,1,49,2,4,0,140,0,1,42
18,99.00%,280,6,0,40,0,2,0,103,0,2,42
19,99.00%,397,12,0,133,3,3,2,105,1,1,42
20,99.00%,343,8,0,86,0,4,0,95,1,1,42
21,99.00%,380,16,2,85,1,2,0,92,0,2,42
22,99.00%,403,7,0,147,3,2,1,112,1,1,42
23,99.00%,374,20,0,62,2,2,0,176,2,3,42
24,99.00%,336,7,0,95,2,1,0,123,3,0,42
25,99.00%,319,6,1,73,0,1,0,121,1,0,42
26,99.00%,339,6,0,130,1,3,0,128,0,5,42
27,99.00%,112,7,2,33,2,0,0,47,0,0,42
28,99.00%,416,8,0,145,0,2,0,121,1,0,42
29,99.00%,330,9,2,85,1,1,1,100,0,2,42
30,99.00%,221,4,0,42,1,1,0,62,1,1,42
31,99.00%,264,2,3,33,0,3,0,104,1,0,42
32,99.00%,266,7,0,39,1,0,0,119,0,3,42
33,99.00%,242,6,0,46,1,1,0,119,1,2,42
34,99.00%,190,6,0,19,0,1,0,70,0,0,42
35,99.00%,274,8,0,32,0,3,0,118,1,0,42
36,99.00%,312,8,0,52,0,1,2,107,1,0,42
37,99.00%,348,7,0,53,0,2,0,120,0,1,42
38,99.00%,343,11,0,46,0,2,0,145,0,1,42
39,99.00%,289,6,0,25,1,2,0,136,0,1,42
40,99.00%,276,14,1,17,1,3,0,104,0,1,42
41,99.00%,385,22,0,79,3,3,1,239,4,7,42
42,99.00%,340,9,0,52,1,1,0,87,1,2,42
43,99.00%,345,8,1,42,0,8,0,122,0,0,42
44,99.00%,231,8,1,19,0,1,0,89,0,1,42
45,99.00%,248,14,1,62,0,3,0,77,0,2,42
46,99.00%,256,7,1,29,1,2,0,91,0,3,42
47,99.00%,360,7,1,46,0,2,1,165,0,4,42
48,99.00%,354,13,0,87,1,0,0,63,0,4,42
49,99.00%,328,26,0,107,2,1,0,268,0,1,42
50,99.00%,364,6,4,37,0,5,0,129,0,1,42
51,99.00%,229,15,1,27,0,0,0,87,0,1,42
52,99.00%,90,15,0,14,0,2,0,558,1,0,42
53,99.00%,260,24,0,27,1,2,1,409,0,1,42
54,99.00%,10,5,0,0,2,5,0,878,0,1,42
55,99.00%,170,17,0,14,2,1,0,345,0,1,42
56,99.00%,130,14,3,20,0,4,0,359,1,1,42
57,99.00%,19,15,0,2,2,2,1,874,0,2,42
58,99.00%,81,22,0,5,1,4,0,736,1,0,42
59,99.00%,0,0,0,0,0,0,0,0,0,0,42
1,99.00%,444,0,0,198,1,0,0,59,0,5,43
2,99.00%,418,4,0,160,0,5,1,112,0,1,43
3,99.00%,411,4,0,169,2,1,0,71,0,0,43
4,99.00%,344,3,2,115,2,2,0,149,0,3,43
5,99.00%,306,1,1,117,1,3,0,75,0,3,43
6,99.00%,285,4,1,96,3,2,0,128,0,0,43
7,99.00%,276,4,0,49,1,4,1,155,0,2,43
8,99.00%,301,3,1,116,2,0,0,70,0,2,43
9,99.00%,187,0,0,33,0,3,0,70,0,0,43
10,99.00%,489,7,0,228,0,0,1,83,2,2,43
11,99.00%,347,3,0,158,0,1,1,83,2,3,43
12,99.00%,235,7,1,100,2,8,0,165,1,1,43
13,99.00%,258,17,2,77,1,1,0,339,0,3,43
14,99.00%,243,1,0,79,0,0,1,149,0,0,43
15,99.00%,239,14,1,48,1,0,0,198,1,2,43
16,99.00%,325,7,1,83,2,2,1,152,0,1,43
17,99.00%,242,5,0,58,0,1,0,133,0,1,43
18,99.00%,409,6,0,141,0,0,0,107,0,1,43
19,99.00%,339,9,1,98,2,2,0,239,0,2,43
20,99.00%,196,24,1,61,1,4,0,557,0,1,43
21,99.00%,89,16,0,10,1,2,0,523,0,1,43
22,99.00%,152,15,0,39,2,3,0,605,0,0,43
23,99.00%,269,13,2,41,0,4,1,202,0,1,43
24,99.00%,155,19,0,21,2,1,1,261,0,0,43
25,99.00%,163,12,0,18,1,3,0,252,1,1,43
26,99.00%,48,9,1,6,0,1,0,458,0,0,43
27,99.00%,158,11,0,50,5,2,0,523,0,1,43
28,99.00%,48,6,0,9,0,2,0,431,0,0,43
29,99.00%,259,8,1,102,2,1,0,270,0,0,43
30,99.00%,355,15,0,123,0,3,0,340,0,1,43
31,33.33%,208,0,0,93,0,1,0,51,0,0,43
32,33.33%,178,2,0,65,0,1,0,49,1,1,43
33,99.00%,448,16,1,182,2,2,2,121,0,1,43
34,99.00%,335,8,0,74,1,0,0,260,0,0,43
35,99.00%,361,11,0,78,0,2,2,238,0,0,43
36,33.33%,210,2,1,78,1,0,0,45,0,1,43
37,33.33%,248,0,1,153,1,0,0,44,0,0,43
38,99.00%,437,6,3,142,3,1,1,113,1,1,43
39,99.00%,337,7,3,107,5,0,0,135,3,4,43
40,99.00%,366,5,0,124,1,1,1,112,1,3,43
41,99.00%,391,6,0,122,2,2,0,160,0,1,43
42,99.00%,405,4,0,145,1,0,0,85,0,2,43
43,71.43%,230,12,1,56,2,8,0,442,0,2,43
44,71.43%,219,8,1,22,1,2,0,330,0,3,43
45,99.00%,227,9,0,21,1,2,1,359,1,1,43
46,99.00%,203,5,1,19,2,6,0,318,0,0,43
47,99.00%,231,7,2,15,1,1,0,206,0,0,43
48,99.00%,40,1,0,1,0,0,0,33,0,1,43
49,99.00%,187,5,1,11,0,1,0,149,0,0,43
50,99.00%,135,15,1,24,1,1,0,100,0,1,43
51,99.00%,159,8,0,17,2,3,0,160,0,1,43
52,99.00%,285,12,0,20,2,3,0,173,1,2,43
53,99.00%,423,10,0,152,3,0,0,98,1,1,43
54,99.00%,427,5,1,186,0,2,0,123,0,3,43
55,99.00%,322,5,0,118,1,0,1,95,2,3,43
56,99.00%,482,6,0,148,2,2,0,105,0,1,43
57,99.00%,511,8,0,163,0,1,0,116,0,9,43
58,99.00%,488,8,0,103,0,1,0,108,0,1,43
59,99.00%,492,9,1,149,1,0,0,90,0,3,43
60,99.00%,409,8,0,126,2,1,1,84,0,2,43
61,99.00%,400,9,1,115,0,7,1,79,0,2,43
62,99.00%,273,6,1,42,0,2,0,76,1,0,43
63,99.00%,323,9,0,67,0,0,0,111,0,0,43
64,99.00%,473,16,1,91,1,1,1,129,2,1,43
65,99.00%,333,5,0,70,0,2,2,115,0,1,43
66,99.00%,355,12,2,89,2,1,0,148,0,1,43
67,99.00%,423,10,1,87,0,4,0,125,1,3,43
68,99.00%,136,4,0,13,1,1,0,59,0,0,43
1,88.89%,505,4,0,117,3,2,0,112,1,2,44
2,99.00%,407,24,1,171,3,0,0,208,0,5,44
3,99.00%,105,3,1,47,2,0,0,35,0,3,44
4,88.89%,364,6,0,121,2,1,0,98,1,3,44
5,90.00%,138,4,0,61,0,2,1,46,1,2,44
6,88.89%,384,9,0,123,0,1,0,104,0,3,44
7,90.00%,524,6,0,204,1,2,0,103,4,9,44
8,90.00%,456,2,0,167,3,0,0,99,1,8,44
9,88.89%,432,6,2,148,2,0,0,99,1,3,44
10,90.00%,294,1,0,132,0,0,0,54,1,3,44
11,99.00%,696,15,0,355,0,1,0,133,1,8,44
12,99.00%,376,6,1,167,1,2,0,59,0,0,44
13,99.00%,160,3,0,53,0,0,0,56,2,6,44
14,99.00%,361,4,0,133,1,2,0,96,0,3,44
15,99.00%,259,7,0,118,0,0,0,67,2,0,44
16,99.00%,360,7,0,135,2,0,0,102,3,2,44
17,91.67%,598,15,1,219,1,1,0,186,0,7,44
18,91.67%,425,19,0,163,2,1,0,157,2,5,44
19,90.00%,292,7,0,120,3,0,0,86,0,2,44
20,90.00%,236,6,0,85,2,2,0,72,1,1,44
21,90.00%,383,27,0,180,1,1,0,94,1,2,44
22,90.00%,372,15,2,156,1,0,0,93,0,0,44
23,88.89%,466,9,0,205,2,2,1,193,0,15,44
24,88.89%,404,12,0,126,6,2,1,221,2,10,44
25,88.89%,510,13,2,170,1,1,1,210,2,13,44
26,99.00%,420,14,0,165,2,0,0,140,2,8,44
27,99.00%,464,11,1,175,4,0,2,201,3,10,44
28,99.00%,504,13,0,189,4,3,0,133,3,6,44
29,99.00%,564,13,0,186,1,0,0,184,2,10,44
30,99.00%,471,20,0,172,2,0,0,170,1,10,44
31,99.00%,545,18,0,222,1,0,0,204,1,5,44
32,99.00%,539,16,0,219,3,0,0,164,1,4,44
33,99.00%,505,32,0,211,3,1,1,221,1,11,44
34,99.00%,300,17,0,91,4,0,0,106,0,1,44
35,99.00%,334,19,0,145,3,0,1,112,0,4,44
36,99.00%,522,44,1,199,4,0,1,243,1,4,44
37,99.00%,490,31,1,182,7,0,1,263,4,8,44
38,99.00%,520,35,1,202,4,1,0,216,1,5,44
39,99.00%,400,18,0,228,2,1,0,172,2,5,44
40,99.00%,293,31,0,133,3,1,0,154,0,6,44
41,99.00%,348,38,1,149,4,1,0,175,0,3,44
42,99.00%,108,9,2,15,1,1,0,250,0,0,44
43,99.00%,360,29,1,144,2,1,0,166,0,5,44
44,99.00%,258,23,0,52,2,1,0,134,1,2,44
45,99.00%,381,35,1,167,3,1,0,174,1,5,44
46,99.00%,435,34,1,218,5,0,1,167,1,2,44
47,99.00%,365,17,0,65,2,3,0,81,0,0,44
48,99.00%,362,22,1,45,2,1,0,272,0,2,44
49,99.00%,48,5,0,4,0,6,0,325,0,2,44
50,99.00%,21,8,0,9,1,1,0,297,0,2,44
51,99.00%,14,17,1,1,0,5,0,409,0,3,44
52,99.00%,31,6,0,11,0,1,0,51,0,1,44
53,99.00%,209,14,0,49,3,2,0,367,0,1,44
54,99.00%,410,18,1,171,1,0,1,128,2,4,44
55,99.00%,120,14,0,60,2,0,0,36,0,1,44
56,99.00%,414,25,0,167,2,3,0,140,1,5,44
57,99.00%,301,35,1,82,1,2,0,261,0,3,44
58,99.00%,302,18,0,63,0,0,1,214,1,1,44
59,99.00%,385,21,0,126,2,4,1,279,0,2,44
60,90.00%,135,0,0,69,0,0,0,27,0,3,44
61,99.00%,320,17,0,151,0,0,0,84,1,1,44
62,99.00%,383,5,0,165,3,2,0,154,2,2,44
63,99.00%,546,14,1,115,1,3,0,111,3,3,44
64,99.00%,406,23,0,151,5,3,1,244,0,0,44
65,99.00%,369,8,1,132,3,0,1,93,0,4,44
66,99.00%,410,21,0,143,3,5,0,375,0,1,44
67,99.00%,273,8,0,61,2,1,0,122,0,1,44
68,99.00%,218,13,0,124,1,0,0,69,0,2,44
69,99.00%,358,33,0,64,3,0,0,289,0,1,44
70,99.00%,296,13,1,65,0,2,0,77,0,0,44
71,99.00%,320,12,0,67,2,1,0,151,0,2,44
72,99.00%,381,46,1,83,3,2,0,168,1,2,44
73,99.00%,134,7,0,47,1,0,0,37,0,2,44
74,99.00%,383,19,0,123,4,1,0,150,1,4,44
75,99.00%,280,16,1,35,3,2,1,68,0,3,44
76,99.00%,246,7,0,54,0,2,0,95,0,0,44
77,99.00%,89,2,0,39,0,0,0,30,0,1,44
78,99.00%,256,25,1,69,3,0,0,75,0,3,44
79,88.89%,494,8,0,117,0,3,1,133,1,3,44
80,99.00%,267,14,1,96,1,0,0,100,0,3,44
81,99.00%,328,4,0,139,2,3,0,105,1,6,44
82,88.89%,0,0,0,0,0,0,0,0,0,0,44
83,99.00%,0,0,0,0,0,0,0,0,0,0,44
84,99.00%,0,0,0,0,0,0,0,0,0,0,44
1,99.00%,93,34,0,18,2,0,0,536,0,0,45
2,99.00%,77,36,0,12,3,3,0,711,1,1,45
3,99.00%,95,33,0,20,1,3,0,650,2,0,45
4,99.00%,159,54,1,18,6,3,1,399,0,0,45
5,99.00%,137,32,0,20,2,0,0,421,1,2,45
6,99.00%,140,30,1,14,4,1,0,388,0,2,45
7,99.00%,46,44,0,7,3,1,0,765,0,1,45
8,99.00%,35,14,0,9,1,1,0,708,0,0,45
