"ED","CD","SD","AD","ADED"
16,5,10,23,"AD: 23 ED: 016"
51,5,11,24,"AD: 24 ED: 051"
40,7,59,36,"AD: 36 ED: 040"
32,6,13,35,"AD: 35 ED: 032"
49,6,12,30,"AD: 30 ED: 049"
27,5,11,24,"AD: 24 ED: 027"
65,6,11,24,"AD: 24 ED: 065"
49,3,11,27,"AD: 27 ED: 049"
4,3,11,33,"AD: 33 ED: 004"
22,5,14,29,"AD: 29 ED: 022"
6,7,59,37,"AD: 37 ED: 006"
30,6,16,40,"AD: 40 ED: 030"
11,14,13,34,"AD: 34 ED: 011"
38,6,16,25,"AD: 25 ED: 038"
34,6,16,40,"AD: 40 ED: 034"
35,7,59,36,"AD: 36 ED: 035"
49,6,15,28,"AD: 28 ED: 049"
7,14,13,39,"AD: 39 ED: 007"
18,6,16,40,"AD: 40 ED: 018"
23,5,10,23,"AD: 23 ED: 023"
65,7,12,36,"AD: 36 ED: 065"
62,7,12,37,"AD: 37 ED: 062"
24,14,12,36,"AD: 36 ED: 024"
31,5,14,29,"AD: 29 ED: 031"
5,5,15,24,"AD: 24 ED: 005"
22,5,10,23,"AD: 23 ED: 022"
50,3,11,26,"AD: 26 ED: 050"
33,3,16,26,"AD: 26 ED: 033"
35,7,15,38,"AD: 38 ED: 035"
19,3,11,26,"AD: 26 ED: 019"
39,3,16,40,"AD: 40 ED: 039"
16,3,11,26,"AD: 26 ED: 016"
9,5,14,29,"AD: 29 ED: 009"
59,6,15,28,"AD: 28 ED: 059"
54,6,15,28,"AD: 28 ED: 054"
60,6,15,28,"AD: 28 ED: 060"
29,6,16,26,"AD: 26 ED: 029"
45,7,59,36,"AD: 36 ED: 045"
4,6,14,27,"AD: 27 ED: 004"
36,5,14,32,"AD: 32 ED: 036"
57,6,15,28,"AD: 28 ED: 057"
35,6,12,30,"AD: 30 ED: 035"
9,14,59,36,"AD: 36 ED: 009"
40,3,11,26,"AD: 26 ED: 040"
54,6,12,30,"AD: 30 ED: 054"
40,6,16,25,"AD: 25 ED: 040"
37,5,14,29,"AD: 29 ED: 037"
21,5,14,29,"AD: 29 ED: 021"
45,3,16,40,"AD: 40 ED: 045"
12,6,16,40,"AD: 40 ED: 012"
65,6,15,28,"AD: 28 ED: 065"
20,5,10,23,"AD: 23 ED: 020"
38,14,11,27,"AD: 27 ED: 038"
14,7,15,38,"AD: 38 ED: 014"
50,6,15,28,"AD: 28 ED: 050"
1,6,16,40,"AD: 40 ED: 001"
36,14,11,27,"AD: 27 ED: 036"
26,14,12,36,"AD: 36 ED: 026"
17,5,10,23,"AD: 23 ED: 017"
4,7,18,38,"AD: 38 ED: 004"
63,14,59,36,"AD: 36 ED: 063"
63,5,11,29,"AD: 29 ED: 063"
41,14,13,34,"AD: 34 ED: 041"
39,3,11,26,"AD: 26 ED: 039"
19,5,11,33,"AD: 33 ED: 019"
7,6,16,40,"AD: 40 ED: 007"
37,3,16,26,"AD: 26 ED: 037"
1,14,11,34,"AD: 34 ED: 001"
47,5,19,23,"AD: 23 ED: 047"
27,7,15,28,"AD: 28 ED: 027"
35,6,16,25,"AD: 25 ED: 035"
3,5,14,32,"AD: 32 ED: 003"
45,14,13,34,"AD: 34 ED: 045"
51,6,15,28,"AD: 28 ED: 051"
14,14,13,35,"AD: 35 ED: 014"
10,5,14,29,"AD: 29 ED: 010"
21,3,11,26,"AD: 26 ED: 021"
18,14,12,34,"AD: 34 ED: 018"
1,6,14,25,"AD: 25 ED: 001"
20,5,14,29,"AD: 29 ED: 020"
41,3,11,40,"AD: 40 ED: 041"
25,7,12,37,"AD: 37 ED: 025"
24,7,12,34,"AD: 34 ED: 024"
27,6,12,30,"AD: 30 ED: 027"
56,7,59,36,"AD: 36 ED: 056"
5,7,59,37,"AD: 37 ED: 005"
28,6,16,40,"AD: 40 ED: 028"
41,3,11,26,"AD: 26 ED: 041"
3,14,11,36,"AD: 36 ED: 003"
14,14,12,34,"AD: 34 ED: 014"
57,5,10,31,"AD: 31 ED: 057"
68,7,15,28,"AD: 28 ED: 068"
35,14,11,27,"AD: 27 ED: 035"
23,5,15,38,"AD: 38 ED: 023"
7,5,10,31,"AD: 31 ED: 007"
52,5,15,31,"AD: 31 ED: 052"
13,14,12,34,"AD: 34 ED: 013"
47,3,11,40,"AD: 40 ED: 047"
64,6,11,24,"AD: 24 ED: 064"
52,14,13,34,"AD: 34 ED: 052"
48,5,11,24,"AD: 24 ED: 048"
29,7,15,38,"AD: 38 ED: 029"
39,7,59,36,"AD: 36 ED: 039"
45,3,11,27,"AD: 27 ED: 045"
5,6,15,28,"AD: 28 ED: 005"
26,5,10,32,"AD: 32 ED: 026"
66,14,59,36,"AD: 36 ED: 066"
12,3,11,26,"AD: 26 ED: 012"
1,14,13,39,"AD: 39 ED: 001"
22,6,16,40,"AD: 40 ED: 022"
57,5,14,29,"AD: 29 ED: 057"
18,14,13,35,"AD: 35 ED: 018"
37,5,10,31,"AD: 31 ED: 037"
6,5,14,28,"AD: 28 ED: 006"
38,14,13,34,"AD: 34 ED: 038"
43,5,10,32,"AD: 32 ED: 043"
15,14,12,34,"AD: 34 ED: 015"
37,6,13,35,"AD: 35 ED: 037"
11,6,15,37,"AD: 37 ED: 011"
17,6,16,27,"AD: 27 ED: 017"
49,6,13,39,"AD: 39 ED: 049"
45,6,12,30,"AD: 30 ED: 045"
46,7,59,36,"AD: 36 ED: 046"
3,5,15,24,"AD: 24 ED: 003"
18,6,16,27,"AD: 27 ED: 018"
44,6,15,39,"AD: 39 ED: 044"
31,7,15,38,"AD: 38 ED: 031"
33,5,14,33,"AD: 33 ED: 033"
37,7,59,36,"AD: 36 ED: 037"
22,3,11,26,"AD: 26 ED: 022"
36,6,13,35,"AD: 35 ED: 036"
25,6,12,30,"AD: 30 ED: 025"
4,5,10,31,"AD: 31 ED: 004"
38,7,59,36,"AD: 36 ED: 038"
35,5,14,32,"AD: 32 ED: 035"
56,14,13,34,"AD: 34 ED: 056"
54,14,59,36,"AD: 36 ED: 054"
15,6,13,39,"AD: 39 ED: 015"
41,5,15,38,"AD: 38 ED: 041"
16,6,16,40,"AD: 40 ED: 016"
60,7,12,37,"AD: 37 ED: 060"
40,6,15,35,"AD: 35 ED: 040"
36,5,10,23,"AD: 23 ED: 036"
34,6,13,39,"AD: 39 ED: 034"
6,3,11,33,"AD: 33 ED: 006"
39,7,15,38,"AD: 38 ED: 039"
57,5,15,23,"AD: 23 ED: 057"
48,5,15,31,"AD: 31 ED: 048"
49,5,16,24,"AD: 24 ED: 049"
32,5,10,31,"AD: 31 ED: 032"
25,5,10,23,"AD: 23 ED: 025"
8,14,13,39,"AD: 39 ED: 008"
37,14,13,34,"AD: 34 ED: 037"
16,7,12,37,"AD: 37 ED: 016"
8,14,59,36,"AD: 36 ED: 008"
15,6,16,27,"AD: 27 ED: 015"
4,6,16,25,"AD: 25 ED: 004"
21,5,10,31,"AD: 31 ED: 021"
6,5,10,31,"AD: 31 ED: 006"
21,6,16,27,"AD: 27 ED: 021"
44,7,59,36,"AD: 36 ED: 044"
6,6,12,30,"AD: 30 ED: 006"
2,3,11,26,"AD: 26 ED: 002"
45,5,10,31,"AD: 31 ED: 045"
26,6,15,28,"AD: 28 ED: 026"
26,3,11,26,"AD: 26 ED: 026"
42,6,16,25,"AD: 25 ED: 042"
56,5,10,32,"AD: 32 ED: 056"
7,14,12,34,"AD: 34 ED: 007"
10,6,16,40,"AD: 40 ED: 010"
39,6,14,24,"AD: 24 ED: 039"
40,6,14,24,"AD: 24 ED: 040"
47,7,59,36,"AD: 36 ED: 047"
43,3,11,27,"AD: 27 ED: 043"
50,6,12,30,"AD: 30 ED: 050"
43,5,10,31,"AD: 31 ED: 043"
47,6,16,26,"AD: 26 ED: 047"
19,5,10,32,"AD: 32 ED: 019"
31,6,16,40,"AD: 40 ED: 031"
47,14,13,34,"AD: 34 ED: 047"
36,6,16,25,"AD: 25 ED: 036"
50,5,15,38,"AD: 38 ED: 050"
60,5,15,23,"AD: 23 ED: 060"
15,7,12,37,"AD: 37 ED: 015"
28,6,14,27,"AD: 27 ED: 028"
22,6,15,28,"AD: 28 ED: 022"
47,5,11,24,"AD: 24 ED: 047"
34,5,14,33,"AD: 33 ED: 034"
13,5,10,31,"AD: 31 ED: 013"
7,5,14,32,"AD: 32 ED: 007"
39,6,16,25,"AD: 25 ED: 039"
59,5,10,32,"AD: 32 ED: 059"
16,5,10,29,"AD: 29 ED: 016"
42,7,12,38,"AD: 38 ED: 042"
39,5,14,29,"AD: 29 ED: 039"
51,14,13,34,"AD: 34 ED: 051"
21,5,11,33,"AD: 33 ED: 021"
7,5,14,29,"AD: 29 ED: 007"
5,6,12,30,"AD: 30 ED: 005"
41,6,15,35,"AD: 35 ED: 041"
7,14,13,35,"AD: 35 ED: 007"
4,14,13,39,"AD: 39 ED: 004"
15,3,11,26,"AD: 26 ED: 015"
46,5,14,33,"AD: 33 ED: 046"
39,5,14,32,"AD: 32 ED: 039"
24,6,13,35,"AD: 35 ED: 024"
18,14,59,36,"AD: 36 ED: 018"
20,6,16,25,"AD: 25 ED: 020"
21,7,12,37,"AD: 37 ED: 021"
13,6,16,40,"AD: 40 ED: 013"
69,6,15,28,"AD: 28 ED: 069"
7,5,14,28,"AD: 28 ED: 007"
47,5,11,29,"AD: 29 ED: 047"
28,5,14,29,"AD: 29 ED: 028"
1,5,10,29,"AD: 29 ED: 001"
51,6,12,30,"AD: 30 ED: 051"
33,5,10,29,"AD: 29 ED: 033"
27,5,10,31,"AD: 31 ED: 027"
55,5,14,33,"AD: 33 ED: 055"
59,14,59,36,"AD: 36 ED: 059"
66,5,14,29,"AD: 29 ED: 066"
47,5,14,33,"AD: 33 ED: 047"
18,7,15,38,"AD: 38 ED: 018"
48,6,13,35,"AD: 35 ED: 048"
44,7,12,30,"AD: 30 ED: 044"
40,5,10,31,"AD: 31 ED: 040"
6,6,11,26,"AD: 26 ED: 006"
44,5,11,24,"AD: 24 ED: 044"
21,6,13,35,"AD: 35 ED: 021"
60,5,11,29,"AD: 29 ED: 060"
34,14,13,34,"AD: 34 ED: 034"
30,5,14,29,"AD: 29 ED: 030"
55,5,11,29,"AD: 29 ED: 055"
60,6,11,24,"AD: 24 ED: 060"
33,7,15,38,"AD: 38 ED: 033"
41,5,10,31,"AD: 31 ED: 041"
49,7,59,36,"AD: 36 ED: 049"
23,5,10,31,"AD: 31 ED: 023"
32,5,10,32,"AD: 32 ED: 032"
35,7,12,37,"AD: 37 ED: 035"
52,5,10,32,"AD: 32 ED: 052"
34,7,15,38,"AD: 38 ED: 034"
2,14,13,34,"AD: 34 ED: 002"
55,5,10,31,"AD: 31 ED: 055"
12,5,14,29,"AD: 29 ED: 012"
9,6,16,40,"AD: 40 ED: 009"
29,6,13,35,"AD: 35 ED: 029"
30,5,10,32,"AD: 32 ED: 030"
40,5,14,29,"AD: 29 ED: 040"
41,5,14,33,"AD: 33 ED: 041"
36,5,14,24,"AD: 24 ED: 036"
42,5,14,33,"AD: 33 ED: 042"
55,3,11,24,"AD: 24 ED: 055"
29,5,14,33,"AD: 33 ED: 029"
46,3,16,40,"AD: 40 ED: 046"
14,3,11,33,"AD: 33 ED: 014"
48,5,11,29,"AD: 29 ED: 048"
40,5,14,32,"AD: 32 ED: 040"
24,6,16,25,"AD: 25 ED: 024"
44,5,10,31,"AD: 31 ED: 044"
47,6,15,28,"AD: 28 ED: 047"
33,14,11,27,"AD: 27 ED: 033"
23,5,15,24,"AD: 24 ED: 023"
26,6,13,35,"AD: 35 ED: 026"
22,5,10,32,"AD: 32 ED: 022"
14,6,13,39,"AD: 39 ED: 014"
46,14,13,34,"AD: 34 ED: 046"
42,6,12,39,"AD: 39 ED: 042"
31,7,59,36,"AD: 36 ED: 031"
1,14,11,36,"AD: 36 ED: 001"
64,5,14,33,"AD: 33 ED: 064"
3,5,10,31,"AD: 31 ED: 003"
56,5,10,31,"AD: 31 ED: 056"
3,14,13,35,"AD: 35 ED: 003"
58,5,10,32,"AD: 32 ED: 058"
23,6,13,35,"AD: 35 ED: 023"
10,14,13,34,"AD: 34 ED: 010"
48,3,11,26,"AD: 26 ED: 048"
3,3,11,26,"AD: 26 ED: 003"
48,5,15,38,"AD: 38 ED: 048"
50,6,12,37,"AD: 37 ED: 050"
44,14,13,34,"AD: 34 ED: 044"
1,7,18,38,"AD: 38 ED: 001"
42,5,10,31,"AD: 31 ED: 042"
37,5,14,32,"AD: 32 ED: 037"
11,5,15,28,"AD: 28 ED: 011"
32,14,13,34,"AD: 34 ED: 032"
9,6,16,25,"AD: 25 ED: 009"
56,5,14,29,"AD: 29 ED: 056"
25,5,10,31,"AD: 31 ED: 025"
26,5,10,31,"AD: 31 ED: 026"
42,7,59,36,"AD: 36 ED: 042"
27,14,13,39,"AD: 39 ED: 027"
48,5,10,32,"AD: 32 ED: 048"
54,5,14,33,"AD: 33 ED: 054"
60,5,14,33,"AD: 33 ED: 060"
8,14,13,35,"AD: 35 ED: 008"
61,5,10,32,"AD: 32 ED: 061"
18,5,15,24,"AD: 24 ED: 018"
6,14,59,36,"AD: 36 ED: 006"
14,7,15,28,"AD: 28 ED: 014"
37,5,14,33,"AD: 33 ED: 037"
36,6,12,30,"AD: 30 ED: 036"
61,14,59,36,"AD: 36 ED: 061"
67,5,10,32,"AD: 32 ED: 067"
30,6,16,25,"AD: 25 ED: 030"
19,7,12,28,"AD: 28 ED: 019"
6,5,10,29,"AD: 29 ED: 006"
52,6,15,28,"AD: 28 ED: 052"
16,5,14,32,"AD: 32 ED: 016"
24,6,16,40,"AD: 40 ED: 024"
18,5,11,33,"AD: 33 ED: 018"
28,6,15,39,"AD: 39 ED: 028"
35,5,14,29,"AD: 29 ED: 035"
20,5,10,32,"AD: 32 ED: 020"
16,14,59,36,"AD: 36 ED: 016"
27,6,13,35,"AD: 35 ED: 027"
51,3,16,26,"AD: 26 ED: 051"
26,14,13,34,"AD: 34 ED: 026"
29,5,10,31,"AD: 31 ED: 029"
38,5,14,29,"AD: 29 ED: 038"
57,14,59,36,"AD: 36 ED: 057"
35,5,14,33,"AD: 33 ED: 035"
53,5,14,33,"AD: 33 ED: 053"
24,5,10,31,"AD: 31 ED: 024"
46,7,12,38,"AD: 38 ED: 046"
7,3,11,33,"AD: 33 ED: 007"
35,6,16,26,"AD: 26 ED: 035"
8,5,15,24,"AD: 24 ED: 008"
50,5,10,32,"AD: 32 ED: 050"
37,7,15,38,"AD: 38 ED: 037"
57,3,11,24,"AD: 24 ED: 057"
63,5,15,23,"AD: 23 ED: 063"
28,6,16,26,"AD: 26 ED: 028"
25,6,13,39,"AD: 39 ED: 025"
58,5,11,29,"AD: 29 ED: 058"
28,5,14,24,"AD: 24 ED: 028"
56,7,18,37,"AD: 37 ED: 056"
13,7,12,37,"AD: 37 ED: 013"
62,5,14,33,"AD: 33 ED: 062"
39,5,10,31,"AD: 31 ED: 039"
66,5,10,32,"AD: 32 ED: 066"
42,14,13,34,"AD: 34 ED: 042"
31,14,13,34,"AD: 34 ED: 031"
29,5,10,32,"AD: 32 ED: 029"
38,5,14,32,"AD: 32 ED: 038"
50,7,59,36,"AD: 36 ED: 050"
31,6,14,28,"AD: 28 ED: 031"
5,7,18,38,"AD: 38 ED: 005"
38,3,11,40,"AD: 40 ED: 038"
20,7,12,28,"AD: 28 ED: 020"
35,5,10,31,"AD: 31 ED: 035"
38,6,12,30,"AD: 30 ED: 038"
60,6,16,26,"AD: 26 ED: 060"
31,5,10,31,"AD: 31 ED: 031"
44,5,14,32,"AD: 32 ED: 044"
34,14,11,27,"AD: 27 ED: 034"
25,5,10,32,"AD: 32 ED: 025"
18,5,14,29,"AD: 29 ED: 018"
1,5,14,28,"AD: 28 ED: 001"
20,6,13,39,"AD: 39 ED: 020"
64,14,12,36,"AD: 36 ED: 064"
46,5,10,32,"AD: 32 ED: 046"
41,6,16,25,"AD: 25 ED: 041"
30,6,11,24,"AD: 24 ED: 030"
26,7,12,37,"AD: 37 ED: 026"
2,7,18,38,"AD: 38 ED: 002"
48,6,12,37,"AD: 37 ED: 048"
48,3,11,27,"AD: 27 ED: 048"
12,3,11,33,"AD: 33 ED: 012"
53,5,10,31,"AD: 31 ED: 053"
14,7,12,37,"AD: 37 ED: 014"
15,5,14,29,"AD: 29 ED: 015"
32,7,59,36,"AD: 36 ED: 032"
27,5,14,33,"AD: 33 ED: 027"
24,5,15,24,"AD: 24 ED: 024"
46,6,15,28,"AD: 28 ED: 046"
17,14,59,36,"AD: 36 ED: 017"
53,3,16,26,"AD: 26 ED: 053"
19,5,15,24,"AD: 24 ED: 019"
16,3,11,33,"AD: 33 ED: 016"
36,5,10,31,"AD: 31 ED: 036"
46,5,11,24,"AD: 24 ED: 046"
49,5,14,33,"AD: 33 ED: 049"
62,5,10,32,"AD: 32 ED: 062"
15,14,59,36,"AD: 36 ED: 015"
9,3,11,33,"AD: 33 ED: 009"
2,5,15,24,"AD: 24 ED: 002"
3,5,10,29,"AD: 29 ED: 003"
40,6,15,37,"AD: 37 ED: 040"
53,5,11,29,"AD: 29 ED: 053"
10,14,13,39,"AD: 39 ED: 010"
8,5,14,32,"AD: 32 ED: 008"
23,5,10,32,"AD: 32 ED: 023"
5,3,11,33,"AD: 33 ED: 005"
30,5,10,31,"AD: 31 ED: 030"
33,7,12,37,"AD: 37 ED: 033"
63,5,14,33,"AD: 33 ED: 063"
53,7,12,37,"AD: 37 ED: 053"
5,5,14,32,"AD: 32 ED: 005"
21,7,15,38,"AD: 38 ED: 021"
9,5,14,32,"AD: 32 ED: 009"
19,6,16,27,"AD: 27 ED: 019"
19,14,12,34,"AD: 34 ED: 019"
59,6,16,26,"AD: 26 ED: 059"
45,5,14,33,"AD: 33 ED: 045"
11,5,15,24,"AD: 24 ED: 011"
55,6,12,30,"AD: 30 ED: 055"
25,6,16,40,"AD: 40 ED: 025"
47,6,12,37,"AD: 37 ED: 047"
2,6,16,40,"AD: 40 ED: 002"
58,5,14,33,"AD: 33 ED: 058"
19,6,13,39,"AD: 39 ED: 019"
41,7,59,36,"AD: 36 ED: 041"
7,7,12,38,"AD: 38 ED: 007"
46,5,14,29,"AD: 29 ED: 046"
9,6,14,27,"AD: 27 ED: 009"
55,5,15,23,"AD: 23 ED: 055"
10,3,11,33,"AD: 33 ED: 010"
66,6,15,28,"AD: 28 ED: 066"
17,7,12,37,"AD: 37 ED: 017"
72,5,14,28,"AD: 28 ED: 072"
36,14,13,34,"AD: 34 ED: 036"
16,5,15,24,"AD: 24 ED: 016"
35,14,13,34,"AD: 34 ED: 035"
5,14,13,39,"AD: 39 ED: 005"
42,5,11,24,"AD: 24 ED: 042"
38,6,13,39,"AD: 39 ED: 038"
65,7,18,37,"AD: 37 ED: 065"
58,5,10,23,"AD: 23 ED: 058"
27,5,10,23,"AD: 23 ED: 027"
10,14,13,35,"AD: 35 ED: 010"
15,14,13,35,"AD: 35 ED: 015"
28,5,15,38,"AD: 38 ED: 028"
29,14,13,34,"AD: 34 ED: 029"
32,6,13,39,"AD: 39 ED: 032"
13,14,13,35,"AD: 35 ED: 013"
15,5,15,24,"AD: 24 ED: 015"
34,5,10,31,"AD: 31 ED: 034"
59,7,12,37,"AD: 37 ED: 059"
15,3,11,33,"AD: 33 ED: 015"
44,6,15,28,"AD: 28 ED: 044"
5,6,16,40,"AD: 40 ED: 005"
37,3,11,40,"AD: 40 ED: 037"
12,6,12,39,"AD: 39 ED: 012"
3,6,13,30,"AD: 30 ED: 003"
28,6,16,25,"AD: 25 ED: 028"
17,3,11,33,"AD: 33 ED: 017"
29,7,12,37,"AD: 37 ED: 029"
57,5,10,32,"AD: 32 ED: 057"
33,5,10,32,"AD: 32 ED: 033"
9,5,15,24,"AD: 24 ED: 009"
55,5,10,32,"AD: 32 ED: 055"
22,6,12,30,"AD: 30 ED: 022"
26,5,14,33,"AD: 33 ED: 026"
27,14,11,34,"AD: 34 ED: 027"
42,5,15,23,"AD: 23 ED: 042"
51,5,15,38,"AD: 38 ED: 051"
14,5,15,24,"AD: 24 ED: 014"
15,6,13,30,"AD: 30 ED: 015"
19,6,16,40,"AD: 40 ED: 019"
38,6,15,35,"AD: 35 ED: 038"
18,6,12,30,"AD: 30 ED: 018"
37,5,14,24,"AD: 24 ED: 037"
54,6,13,34,"AD: 34 ED: 054"
20,14,13,35,"AD: 35 ED: 020"
56,5,15,23,"AD: 23 ED: 056"
39,5,14,33,"AD: 33 ED: 039"
40,5,14,33,"AD: 33 ED: 040"
11,5,14,29,"AD: 29 ED: 011"
22,5,11,33,"AD: 33 ED: 022"
11,6,16,25,"AD: 25 ED: 011"
54,5,10,31,"AD: 31 ED: 054"
44,5,11,29,"AD: 29 ED: 044"
29,14,13,39,"AD: 39 ED: 029"
33,6,13,35,"AD: 35 ED: 033"
23,7,12,34,"AD: 34 ED: 023"
22,5,15,38,"AD: 38 ED: 022"
33,6,12,30,"AD: 30 ED: 033"
32,7,15,38,"AD: 38 ED: 032"
32,5,14,29,"AD: 29 ED: 032"
39,5,10,23,"AD: 23 ED: 039"
4,14,12,34,"AD: 34 ED: 004"
18,5,14,32,"AD: 32 ED: 018"
33,14,13,34,"AD: 34 ED: 033"
34,6,12,30,"AD: 30 ED: 034"
26,6,14,27,"AD: 27 ED: 026"
35,6,16,40,"AD: 40 ED: 035"
36,7,15,38,"AD: 38 ED: 036"
3,3,11,33,"AD: 33 ED: 003"
6,5,11,32,"AD: 32 ED: 006"
4,3,11,26,"AD: 26 ED: 004"
2,14,59,36,"AD: 36 ED: 002"
61,7,18,37,"AD: 37 ED: 061"
31,6,15,35,"AD: 35 ED: 031"
28,7,12,37,"AD: 37 ED: 028"
24,5,14,29,"AD: 29 ED: 024"
52,14,59,36,"AD: 36 ED: 052"
13,5,15,24,"AD: 24 ED: 013"
10,7,12,37,"AD: 37 ED: 010"
56,3,11,24,"AD: 24 ED: 056"
23,6,14,27,"AD: 27 ED: 023"
31,6,16,25,"AD: 25 ED: 031"
35,6,13,39,"AD: 39 ED: 035"
43,6,11,24,"AD: 24 ED: 043"
6,14,13,35,"AD: 35 ED: 006"
51,5,15,31,"AD: 31 ED: 051"
45,6,11,24,"AD: 24 ED: 045"
41,14,11,27,"AD: 27 ED: 041"
43,14,13,34,"AD: 34 ED: 043"
25,5,15,38,"AD: 38 ED: 025"
26,5,15,24,"AD: 24 ED: 026"
21,7,12,28,"AD: 28 ED: 021"
32,7,12,37,"AD: 37 ED: 032"
29,6,14,28,"AD: 28 ED: 029"
11,14,13,35,"AD: 35 ED: 011"
11,6,16,27,"AD: 27 ED: 011"
38,5,14,33,"AD: 33 ED: 038"
37,6,13,39,"AD: 39 ED: 037"
1,5,15,24,"AD: 24 ED: 001"
48,6,12,30,"AD: 30 ED: 048"
46,6,16,25,"AD: 25 ED: 046"
13,5,10,32,"AD: 32 ED: 013"
39,6,15,37,"AD: 37 ED: 039"
41,6,11,24,"AD: 24 ED: 041"
52,5,11,29,"AD: 29 ED: 052"
42,5,14,29,"AD: 29 ED: 042"
17,5,11,24,"AD: 24 ED: 017"
32,6,12,30,"AD: 30 ED: 032"
47,14,13,30,"AD: 30 ED: 047"
39,6,12,30,"AD: 30 ED: 039"
12,7,15,28,"AD: 28 ED: 012"
43,7,12,37,"AD: 37 ED: 043"
17,14,13,35,"AD: 35 ED: 017"
54,7,12,38,"AD: 38 ED: 054"
43,6,15,39,"AD: 39 ED: 043"
21,5,15,24,"AD: 24 ED: 021"
49,5,14,29,"AD: 29 ED: 049"
52,6,13,39,"AD: 39 ED: 052"
6,6,16,40,"AD: 40 ED: 006"
25,6,13,35,"AD: 35 ED: 025"
6,5,15,24,"AD: 24 ED: 006"
20,6,12,30,"AD: 30 ED: 020"
8,6,14,27,"AD: 27 ED: 008"
22,7,12,37,"AD: 37 ED: 022"
7,5,15,24,"AD: 24 ED: 007"
32,6,16,40,"AD: 40 ED: 032"
2,14,13,35,"AD: 35 ED: 002"
54,5,11,29,"AD: 29 ED: 054"
27,14,12,36,"AD: 36 ED: 027"
46,5,10,31,"AD: 31 ED: 046"
67,6,15,28,"AD: 28 ED: 067"
4,5,15,24,"AD: 24 ED: 004"
24,6,13,39,"AD: 39 ED: 024"
55,7,12,37,"AD: 37 ED: 055"
46,6,12,37,"AD: 37 ED: 046"
62,5,15,23,"AD: 23 ED: 062"
25,5,11,33,"AD: 33 ED: 025"
20,5,15,24,"AD: 24 ED: 020"
17,6,13,39,"AD: 39 ED: 017"
21,6,13,39,"AD: 39 ED: 021"
40,5,15,38,"AD: 38 ED: 040"
53,7,12,30,"AD: 30 ED: 053"
43,5,14,33,"AD: 33 ED: 043"
28,5,14,33,"AD: 33 ED: 028"
14,6,16,25,"AD: 25 ED: 014"
58,6,11,24,"AD: 24 ED: 058"
33,14,12,36,"AD: 36 ED: 033"
8,7,18,38,"AD: 38 ED: 008"
11,3,11,33,"AD: 33 ED: 011"
43,14,12,30,"AD: 30 ED: 043"
47,5,10,31,"AD: 31 ED: 047"
3,6,14,25,"AD: 25 ED: 003"
51,7,59,36,"AD: 36 ED: 051"
10,6,15,28,"AD: 28 ED: 010"
42,7,59,37,"AD: 37 ED: 042"
43,3,16,40,"AD: 40 ED: 043"
37,6,12,30,"AD: 30 ED: 037"
11,7,15,38,"AD: 38 ED: 011"
25,5,15,24,"AD: 24 ED: 025"
9,6,12,30,"AD: 30 ED: 009"
28,6,12,30,"AD: 30 ED: 028"
43,6,13,35,"AD: 35 ED: 043"
29,7,12,36,"AD: 36 ED: 029"
23,6,13,39,"AD: 39 ED: 023"
47,6,15,39,"AD: 39 ED: 047"
30,14,13,34,"AD: 34 ED: 030"
8,5,16,25,"AD: 25 ED: 008"
19,6,12,30,"AD: 30 ED: 019"
22,6,12,39,"AD: 39 ED: 022"
26,6,13,39,"AD: 39 ED: 026"
16,6,16,25,"AD: 25 ED: 016"
40,6,12,39,"AD: 39 ED: 040"
36,6,13,39,"AD: 39 ED: 036"
2,5,10,32,"AD: 32 ED: 002"
6,7,12,34,"AD: 34 ED: 006"
12,6,12,30,"AD: 30 ED: 012"
10,6,16,27,"AD: 27 ED: 010"
17,6,12,30,"AD: 30 ED: 017"
33,5,10,31,"AD: 31 ED: 033"
24,5,11,33,"AD: 33 ED: 024"
14,6,13,30,"AD: 30 ED: 014"
46,3,11,27,"AD: 27 ED: 046"
16,7,15,38,"AD: 38 ED: 016"
13,6,13,39,"AD: 39 ED: 013"
40,6,13,30,"AD: 30 ED: 040"
52,6,12,30,"AD: 30 ED: 052"
42,6,15,28,"AD: 28 ED: 042"
13,7,12,38,"AD: 38 ED: 013"
25,3,11,26,"AD: 26 ED: 025"
55,14,13,34,"AD: 34 ED: 055"
64,5,14,29,"AD: 29 ED: 064"
34,5,14,24,"AD: 24 ED: 034"
7,6,16,25,"AD: 25 ED: 007"
1,6,12,30,"AD: 30 ED: 001"
7,6,14,27,"AD: 27 ED: 007"
28,6,14,35,"AD: 35 ED: 028"
64,5,15,23,"AD: 23 ED: 064"
31,6,14,27,"AD: 27 ED: 031"
28,14,13,34,"AD: 34 ED: 028"
64,6,14,28,"AD: 28 ED: 064"
54,5,11,24,"AD: 24 ED: 054"
43,7,19,23,"AD: 23 ED: 043"
16,6,15,28,"AD: 28 ED: 016"
49,5,15,38,"AD: 38 ED: 049"
49,5,15,31,"AD: 31 ED: 049"
50,6,13,39,"AD: 39 ED: 050"
50,14,13,34,"AD: 34 ED: 050"
16,6,13,39,"AD: 39 ED: 016"
13,5,14,33,"AD: 33 ED: 013"
1,5,14,32,"AD: 32 ED: 001"
57,6,13,34,"AD: 34 ED: 057"
14,5,14,32,"AD: 32 ED: 014"
18,5,15,28,"AD: 28 ED: 018"
63,6,14,28,"AD: 28 ED: 063"
